sample_id,stage_id,status,sequence_id,mixture_id,source_timestep,source_phase_id,pressure_stage,distance_stage,L_m,piston_position_m,V_NDIR_CH4,V_NDIR_CO2,V_TCS,T_C,P_MPa,H_RH,x_H2,x_CH4,x_CO2,x_N2,TOF,Amp,f_peak,A_fft_max,sound_speed,attenuation_alpha,c_sound,c_T_norm,delta_Amp,tau_s,tau_ms,t_round_s,t_round_ms,reflection_count,fiber_direct_index,fiber_direct_amp,fiber_tail_energy,fiber_alpha_est,T_K,P_kPa,p_ws_kPa,p_H2O_kPa,x_H2O,P_dry_kPa,AH_g_m3,delta_I_CH4,delta_I_CO2,A_NDIR_CH4,A_NDIR_CO2,ndir_ch4_saturated,ndir_co2_saturated,optical_baseline_drift_ch4,optical_baseline_drift_co2,lambda_mix_calibrated,thermal_baseline_drift,calibration_status
W00011,pressure_stage,synthetic_measurement,Q000003,MD00001,85,steady,high,long,1.0,1.0,1.33022141456604,2.0705647468566895,1.4615864753723145,29.141199111938477,0.1712000072002411,49.0806999206543,18.291990280151367,72.01055145263672,2.7616169452667236,6.935842037200928,0.001775,0.3995579183101654,39800.0,4.12191915512085,563.3802816901408,0.9173965472872975,563.3802816901408,560.8955622229777,-0.6004420816898346,0.01656010816444581,16.56010816444581,0.003365,3.3649999999999998,1.0,187.0,0.6153792142868042,5.810616493225098,60.38607900804525,302.29119911193845,171.2000072002411,4.038627651775274,1.9821867186803892,0.011578192963286264,169.2178204815607,1.420947295852241,-1.16977858543396,-0.42943525314331055,1.16977858543396,0.42943525314331055,False,False,0.0,0.0,1.4615864753723145,0.0,pending
W00012,purge_stage,synthetic_measurement,Q000003,MD00001,100,recovery,mid,mid,1.0,1.0,1.36568284034729,2.0809950828552246,1.4510366916656494,29.141199111938477,0.1712000072002411,49.0806999206543,18.291990280151367,72.01055145263672,2.7616169452667236,6.935842037200928,0.0018,0.3988834023475647,39600.0,4.123104095458984,555.5555555555555,0.9190861294910495,555.5555555555555,553.0708360883924,-0.6011165976524353,0.047931504471555066,47.931504471555066,0.00342,3.42,1.0,190.0,0.6157914400100708,5.807950496673584,20.86310477889234,302.29119911193845,171.2000072002411,4.038627651775274,1.9821867186803892,0.011578192963286264,169.2178204815607,1.420947295852241,-1.13431715965271,-0.4190049171447754,1.13431715965271,0.4190049171447754,False,False,0.0,0.0,1.4510366916656494,0.0,pending
W00013,baseline_stage,calibration_control,Q000004,MD00001,0,baseline,low,short,1.399999976158142,1.399999976158142,2.408717632293701,2.3821656703948975,1.147425889968872,29.141199111938477,0.1712000072002411,49.0806999206543,0.5436739921569824,82.38797760009766,2.6228740215301514,14.445470809936523,0.004035,0.9395479559898376,39800.0,9.647819519042969,346.96405852742055,0.04454029880831002,346.96405852742055,344.4793390602575,-0.060452044010162354,0.004851248718739305,4.8512487187393045,0.007875,7.875,1.0,413.0,0.9445309638977051,12.33450698852539,147.23749860335946,302.29119911193845,171.2000072002411,4.038627651775274,1.9821867186803892,0.011578192963286264,169.2178204815607,1.420947295852241,-0.09128236770629883,-0.11783432960510254,0.09128236770629883,0.11783432960510254,False,False,0.0,0.0,1.147425889968872,0.0,pending
W00014,distance_stage,synthetic_measurement,Q000004,MD00001,70,steady,mid,mid,1.399999976158142,1.399999976158142,1.2337286472320557,2.0786666870117188,1.1446597576141357,29.141199111938477,0.1712000072002411,49.0806999206543,0.5436739921569824,82.38797760009766,2.6228740215301514,14.445470809936523,0.003315,0.17521637678146362,39600.0,1.846392035484314,422.32276807183774,1.2440954712356036,422.32276807183774,419.83804860467467,-0.8247836232185364,0.008727991549405682,8.727991549405681,0.0,0.0,0.0,341.0,0.40773770213127136,3.7906901836395264,81.83849885814405,302.29119911193845,171.2000072002411,4.038627651775274,1.9821867186803892,0.011578192963286264,169.2178204815607,1.420947295852241,-1.2662713527679443,-0.42133331298828125,1.2662713527679443,0.42133331298828125,False,False,0.0,0.0,1.1446597576141357,0.0,pending
W00015,pressure_stage,synthetic_measurement,Q000004,MD00001,85,steady,high,long,1.399999976158142,1.399999976158142,1.2337286472320557,2.0786666870117188,1.1446597576141357,29.141199111938477,0.1712000072002411,49.0806999206543,0.5436739921569824,82.38797760009766,2.6228740215301514,14.445470809936523,0.003315,0.17572402954101562,39800.0,1.8441087007522583,422.32276807183774,1.242028970105901,422.32276807183774,419.83804860467467,-0.8242759704589844,0.008060719230369556,8.060719230369555,0.0,0.0,0.0,341.0,0.4080412983894348,3.7993528842926025,88.61315051872613,302.29119911193845,171.2000072002411,4.038627651775274,1.9821867186803892,0.011578192963286264,169.2178204815607,1.420947295852241,-1.2662713527679443,-0.42133331298828125,1.2662713527679443,0.42133331298828125,False,False,0.0,0.0,1.1446597576141357,0.0,pending
W00016,purge_stage,synthetic_measurement,Q000004,MD00001,100,recovery,mid,mid,1.399999976158142,1.399999976158142,1.2728949785232544,2.0887832641601562,1.1447519063949585,29.141199111938477,0.1712000072002411,49.0806999206543,0.5436739921569824,82.38797760009766,2.6228740215301514,14.445470809936523,0.003335,0.1804167926311493,39400.0,1.8510977029800415,419.7900977985434,1.2232040137933846,419.7900977985434,417.3053783313803,-0.8195832073688507,0.0061850273684857645,6.185027368485764,0.0,0.0,0.0,343.0,0.4116467237472534,3.836982250213623,115.48626770665383,302.29119911193845,171.2000072002411,4.038627651775274,1.9821867186803892,0.011578192963286264,169.2178204815607,1.420947295852241,-1.2271050214767456,-0.41121673583984375,1.2271050214767456,0.41121673583984375,False,False,0.0,0.0,1.1447519063949585,0.0,pending
W00017,baseline_stage,calibration_control,Q000005,MD00002,0,baseline,low,short,0.20000000298023224,0.20000000298023224,2.391909122467041,2.395800828933716,1.0918405055999756,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,76.86074829101562,8.412677764892578,13.963019371032715,0.000665,0.9519226551055908,39800.0,9.75013256072998,300.75188418080035,0.2463574569703901,300.75188418080035,304.35686464955035,-0.04807734489440918,0.007486357026863407,7.486357026863407,0.0,0.0,0.0,76.0,0.948074460029602,19.03205680847168,667.8815754515341,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-0.10809087753295898,-0.10419917106628418,0.10809087753295898,0.10419917106628418,False,False,0.0,0.0,1.0918405055999756,0.0,pending
W00018,distance_stage,synthetic_measurement,Q000005,MD00002,70,steady,mid,mid,0.20000000298023224,0.20000000298023224,1.2717632055282593,1.507166862487793,1.075082540512085,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,76.86074829101562,8.412677764892578,13.963019371032715,0.00057,0.809054970741272,39800.0,8.318737030029297,350.8771982109338,1.0594420603717727,350.8771982109338,354.4821786796838,-0.19094502925872803,0.006450962719739517,6.450962719739517,0.0,0.0,0.0,67.0,0.8770151734352112,12.948145866394043,775.078099613648,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-1.2282367944717407,-0.992833137512207,1.2282367944717407,0.992833137512207,False,False,0.0,0.0,1.075082540512085,0.0,pending
W00019,pressure_stage,synthetic_measurement,Q000005,MD00002,85,steady,high,long,0.20000000298023224,0.20000000298023224,1.2717632055282593,1.507166862487793,1.075082540512085,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,76.86074829101562,8.412677764892578,13.963019371032715,0.00057,0.8073198795318604,39800.0,8.310280799865723,350.8771982109338,1.0701765249033428,350.8771982109338,354.4821786796838,-0.19268012046813965,0.006746847260621194,6.746847260621194,0.0,0.0,0.0,67.0,0.8777551054954529,12.945406913757324,741.0868710008172,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-1.2282367944717407,-0.992833137512207,1.2282367944717407,0.992833137512207,False,False,0.0,0.0,1.075082540512085,0.0,pending
W00020,purge_stage,synthetic_measurement,Q000005,MD00002,100,recovery,mid,mid,0.20000000298023224,0.20000000298023224,1.3091013431549072,1.536787986755371,1.07564115524292,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,76.86074829101562,8.412677764892578,13.963019371032715,0.000575,0.8096504807472229,40000.0,8.349852561950684,347.82609213953435,1.055763132723781,347.82609213953435,351.43107260828435,-0.1903495192527771,0.00664771605255943,6.64771605255943,0.0,0.0,0.0,67.0,0.8776159286499023,13.067951202392578,752.1380104027083,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-1.1908986568450928,-0.9632120132446289,1.1908986568450928,0.9632120132446289,False,False,0.0,0.0,1.07564115524292,0.0,pending
W00021,baseline_stage,calibration_control,Q000006,MD00002,0,baseline,low,short,0.6000000238418579,0.6000000238418579,2.3740146160125732,2.3827126026153564,1.0769442319869995,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,77.1236572265625,7.23815393447876,14.874635696411133,0.00181,0.948907732963562,40200.0,9.741905212402344,331.49172587947953,0.08740618092319265,331.49172587947953,335.09670634822953,-0.05109226703643799,999999999.9999999,999999999999.9999,0.003435,3.435,2.0,191.0,0.9487497806549072,16.052249908447266,1.6666666004392866e-09,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-0.12598538398742676,-0.11728739738464355,0.12598538398742676,0.11728739738464355,False,False,0.0,0.0,1.0769442319869995,0.0,pending
W00022,distance_stage,synthetic_measurement,Q000006,MD00002,70,steady,mid,mid,0.6000000238418579,0.6000000238418579,1.3030349016189575,1.6009278297424316,1.0764412879943848,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,77.1236572265625,7.23815393447876,14.874635696411133,0.001515,0.61269611120224,40400.0,6.3152360916137695,396.039619697596,0.8164769779823745,396.039619697596,399.644600166346,-0.38730388879776,0.016487172283149547,16.487172283149548,0.00284,2.84,1.0,161.0,0.7607622146606445,8.451502799987793,101.08868712087619,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-1.1969650983810425,-0.8990721702575684,1.1969650983810425,0.8990721702575684,False,False,0.0,0.0,1.0764412879943848,0.0,pending
W00023,pressure_stage,synthetic_measurement,Q000006,MD00002,85,steady,high,long,0.6000000238418579,0.6000000238418579,1.3030349016189575,1.6009278297424316,1.0764412879943848,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,77.1236572265625,7.23815393447876,14.874635696411133,0.001515,0.6133667230606079,39600.0,6.321959018707275,396.039619697596,0.8146537655556941,396.039619697596,399.644600166346,-0.3866332769393921,0.00838740159441892,8.38740159441892,0.00284,2.84,1.0,161.0,0.7616646885871887,8.468642234802246,198.71071888918576,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-1.1969650983810425,-0.8990721702575684,1.1969650983810425,0.8990721702575684,False,False,0.0,0.0,1.0764412879943848,0.0,pending
W00024,purge_stage,synthetic_measurement,Q000006,MD00002,100,recovery,mid,mid,0.6000000238418579,0.6000000238418579,1.3387342691421509,1.626987338066101,1.0764580965042114,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,77.1236572265625,7.23815393447876,14.874635696411133,0.001525,0.6185272932052612,40000.0,6.378637790679932,393.4426385848248,0.8006899016217155,393.4426385848248,397.0476190535748,-0.38147270679473877,999999999.9999999,999999999999.9999,0.00286,2.8600000000000003,1.0,162.0,0.7660859823226929,8.574613571166992,1.6666666004392866e-09,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-1.1612657308578491,-0.8730126619338989,1.1612657308578491,0.8730126619338989,False,False,0.0,0.0,1.0764580965042114,0.0,pending
W00025,baseline_stage,calibration_control,Q000007,MD00002,0,baseline,low,short,1.0,1.0,2.3735897541046143,2.4012749195098877,1.0753004550933838,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,84.03050994873047,0.21330299973487854,14.992630004882812,0.002955,0.948408305644989,40200.0,9.755387306213379,338.409475465313,0.05297016729550416,338.409475465313,342.014455934063,-0.051591694355010986,0.004820112522466977,4.820112522466977,0.005725,5.725,1.0,305.0,0.9499738812446594,12.988204002380371,207.46403643875743,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-0.12641024589538574,-0.0987250804901123,0.12641024589538574,0.0987250804901123,False,False,0.0,0.0,1.0753004550933838,0.0,pending
W00026,distance_stage,synthetic_measurement,Q000007,MD00002,70,steady,mid,mid,1.0,1.0,1.227891206741333,2.36018967628479,1.0914720296859741,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,84.03050994873047,0.21330299973487854,14.992630004882812,0.002395,0.6881388425827026,40400.0,7.088152885437012,417.5365344467641,0.37376465532939146,417.5365344467641,421.1415149155141,-0.31186115741729736,0.005474701360302228,5.4747013603022285,0.0046,4.6,1.0,249.0,0.8094368577003479,8.956645011901855,182.65836512127038,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-1.272108793258667,-0.13981032371520996,1.272108793258667,0.13981032371520996,False,False,0.0,0.0,1.0914720296859741,0.0,pending
W00027,pressure_stage,synthetic_measurement,Q000007,MD00002,85,steady,high,long,1.0,1.0,1.227891206741333,2.36018967628479,1.0914720296859741,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,84.03050994873047,0.21330299973487854,14.992630004882812,0.002395,0.6878793835639954,39800.0,7.075912952423096,417.5365344467641,0.374141771005408,417.5365344467641,421.1415149155141,-0.31212061643600464,0.005235189816729277,5.235189816729277,0.0046,4.6,1.0,249.0,0.8084595203399658,8.879213333129883,191.01504148034067,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-1.272108793258667,-0.13981032371520996,1.272108793258667,0.13981032371520996,False,False,0.0,0.0,1.0914720296859741,0.0,pending
W00028,purge_stage,synthetic_measurement,Q000007,MD00002,100,recovery,mid,mid,1.0,1.0,1.2660810947418213,2.3615593910217285,1.090933084487915,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,84.03050994873047,0.21330299973487854,14.992630004882812,0.00241,0.6887950897216797,40000.0,7.12199592590332,414.9377593360996,0.37281145463723164,414.9377593360996,418.5427398048496,-0.3112049102783203,0.00545594461598062,5.45594461598062,0.00463,4.63,1.0,251.0,0.8081279397010803,8.859047889709473,183.28631802290863,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-1.2339189052581787,-0.13844060897827148,1.2339189052581787,0.13844060897827148,False,False,0.0,0.0,1.090933084487915,0.0,pending
W00029,baseline_stage,calibration_control,Q000008,MD00002,0,baseline,low,short,1.399999976158142,1.399999976158142,2.4041459560394287,2.3887245655059814,1.081635594367981,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,85.05567169189453,4.1732330322265625,10.007545471191406,0.0041,0.9486820697784424,39800.0,9.76441764831543,341.463408819059,0.03762968102811201,341.463408819059,345.068389287809,-0.05131793022155762,0.004000557934014046,4.000557934014046,0.0,0.0,0.0,420.0,0.9478477239608765,6.91812801361084,178.5465273173119,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-0.09585404396057129,-0.11127543449401855,0.09585404396057129,0.11127543449401855,False,False,0.0,0.0,1.081635594367981,0.0,pending
W00030,distance_stage,synthetic_measurement,Q000008,MD00002,70,steady,mid,mid,1.399999976158142,1.399999976158142,1.1965206861495972,1.8945211172103882,1.0857313871383667,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,85.05567169189453,4.1732330322265625,10.007545471191406,0.003335,0.4407196044921875,40200.0,4.554548740386963,419.7900977985434,0.5852474551316882,419.7900977985434,423.3950782672934,-0.5592803955078125,0.0045248147195611705,4.524814719561171,0.00649,6.49,1.0,343.0,0.6481762528419495,6.052467346191406,157.85966292984506,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-1.3034793138504028,-0.6054788827896118,1.3034793138504028,0.6054788827896118,False,False,0.0,0.0,1.0857313871383667,0.0,pending
W00031,pressure_stage,synthetic_measurement,Q000008,MD00002,85,steady,high,long,1.399999976158142,1.399999976158142,1.1965206861495972,1.8945211172103882,1.0857313871383667,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,85.05567169189453,4.1732330322265625,10.007545471191406,0.003335,0.4409039616584778,39600.0,4.531416893005371,419.7900977985434,0.5849487251534408,419.7900977985434,423.3950782672934,-0.5590960383415222,0.005472747180620695,5.472747180620694,0.00648,6.4799999999999995,1.0,343.0,0.6452517509460449,6.050877094268799,130.51685065578283,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-1.3034793138504028,-0.6054788827896118,1.3034793138504028,0.6054788827896118,False,False,0.0,0.0,1.0857313871383667,0.0,pending
W00032,purge_stage,synthetic_measurement,Q000008,MD00002,100,recovery,mid,mid,1.399999976158142,1.399999976158142,1.2367748022079468,1.910994529724121,1.085594892501831,18.99169921875,0.5267999768257141,39.972900390625,0.7635539770126343,85.05567169189453,4.1732330322265625,10.007545471191406,0.003355,0.4453783631324768,40200.0,4.602394104003906,417.2876232960185,0.5777365125866359,417.2876232960185,420.8926037647685,-0.5546216368675232,0.014640644745761657,14.640644745761657,0.00652,6.52,1.0,345.0,0.6511114835739136,6.055632591247559,48.78786001939616,292.14169921875,526.7999768257141,2.1952747555941263,0.8775149913541765,0.001665746070532749,525.92246183436,0.6509084431800468,-1.2632251977920532,-0.5890054702758789,1.2632251977920532,0.5890054702758789,False,False,0.0,0.0,1.085594892501831,0.0,pending
W00033,baseline_stage,calibration_control,Q000009,MD00003,0,baseline,low,short,0.20000000298023224,0.20000000298023224,2.42484450340271,2.4218432903289795,1.1161267757415771,25.30929946899414,0.4311000108718872,20.702800750732422,9.705846786499023,82.66951751708984,6.624685764312744,0.9999529719352722,0.00066,0.9492835998535156,40000.0,9.788344383239746,303.0303075458064,0.2602384175492484,303.0303075458064,302.84472786440995,-0.050716400146484375,0.00828790567026765,8.28790567026765,0.0,0.0,0.0,76.0,0.9498981237411499,19.03306770324707,603.2887106125478,298.4592994689941,431.1000108718872,3.2259078181662075,0.6678532679972495,0.0015491840667007542,430.43215760388995,0.48490297816985534,-0.07515549659729004,-0.07815670967102051,0.07515549659729004,0.07815670967102051,False,False,0.0,0.0,1.1161267757415771,0.0,pending
