sample_id,V_NDIR_CH4,V_NDIR_CO2,delta_I_CH4,delta_I_CO2,T_C,P_MPa,H_RH
W00117,2.4068000316619873,2.412153959274292,-0.0931999683380127,-0.08784604072570801,20.179399490356445,0.6363999843597412,34.926300048828125
W00118,1.517984390258789,1.4447578191757202,-0.9820156097412109,-1.0552421808242798,20.179399490356445,0.6363999843597412,34.926300048828125
W00119,1.517984390258789,1.4447578191757202,-0.9820156097412109,-1.0552421808242798,20.179399490356445,0.6363999843597412,34.926300048828125
W00120,1.5476115942001343,1.4770042896270752,-0.9523884057998657,-1.0229957103729248,20.179399490356445,0.6363999843597412,34.926300048828125
W00121,2.413698673248291,2.3951802253723145,-0.08630132675170898,-0.10481977462768555,20.179399490356445,0.6363999843597412,34.926300048828125
W00122,1.166645884513855,1.6232746839523315,-1.333354115486145,-0.8767253160476685,20.179399490356445,0.6363999843597412,34.926300048828125
W00123,1.166645884513855,1.6232746839523315,-1.333354115486145,-0.8767253160476685,20.179399490356445,0.6363999843597412,34.926300048828125
W00124,1.2082144021987915,1.6490049362182617,-1.2917855978012085,-0.8509950637817383,20.179399490356445,0.6363999843597412,34.926300048828125
W00125,2.3859124183654785,2.3862102031707764,-0.11408758163452148,-0.11378979682922363,20.179399490356445,0.6363999843597412,34.926300048828125
W00126,1.4709064960479736,1.4351378679275513,-1.0290935039520264,-1.0648621320724487,20.179399490356445,0.6363999843597412,34.926300048828125
W00127,1.4709064960479736,1.4351378679275513,-1.0290935039520264,-1.0648621320724487,20.179399490356445,0.6363999843597412,34.926300048828125
W00128,1.5014066696166992,1.4668402671813965,-0.9985933303833008,-1.0331597328186035,20.179399490356445,0.6363999843597412,34.926300048828125
